Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,
Lie,NF,10/6/17,209213,78,"hip hop,pop rap",
Lost In The Moment,"NF,Andreas Moss",4/22/16,242680,66,"hip hop,pop rap,scandipop",
Mansion,"NF,Fleurie",3/31/15,323266,66,"hip hop,pop rap,bossbeat,nashville singer-songwriter",
Motivated,NF,3/31/15,261200,53,"hip hop,pop rap",
My Life,NF,10/6/17,215600,61,"hip hop,pop rap",
NO NAME,NF,1/19/18,183826,64,"hip hop,pop rap",
Notepad,NF,3/31/15,218600,54,"hip hop,pop rap",
Oh Lord,NF,4/22/16,198253,65,"hip hop,pop rap",
One Hundred,NF,10/6/17,192800,54,"hip hop,pop rap",
Only One,NF,8/5/14,214600,52,"hip hop,pop rap",
Outcast,NF,10/6/17,325720,59,"hip hop,pop rap",
Outro,NF,10/6/17,212186,55,"hip hop,pop rap",
Paralyzed,NF,3/31/15,270453,72,"hip hop,pop rap",
Real,NF,4/22/16,263040,62,"hip hop,pop rap",
Remember This,NF,10/6/17,240386,68,"hip hop,pop rap",
Statement,NF,4/22/16,190920,52,"hip hop,pop rap",
Therapy Session,NF,4/22/16,331480,65,"hip hop,pop rap",
Thing Called Love,NF,8/5/14,294320,54,"hip hop,pop rap",
Turn The Music Up,NF,3/31/15,199200,62,"hip hop,pop rap",
WHY,NF,6/18/18,188989,59,"hip hop,pop rap",
Wait,NF,3/31/15,242000,55,"hip hop,pop rap",
Wake Up,NF,3/31/15,232960,60,"hip hop,pop rap",
Wish You Wouldn't,NF,4/22/16,286266,52,"hip hop,pop rap",
You're Special,NF,10/6/17,312333,61,"hip hop,pop rap",
Destiny,NF,10/6/17,239480,57,"hip hop,pop rap",
STREET,NGHTMRE,7/14/15,160000,38,"brostep,edm,electro house,electronic trap",
1984,NIGHT TRAVELER,4/10/18,250537,39,hopebeat,
ART SCHOOL CRUSH,NNAMDÏ,5/26/13,203910,34,"art pop,experimental hip hop",
Linoleum,NOFX,7/19/94,130266,62,"punk,skate punk,socal pop punk",
Pumpin Blood,NONONO,2014,209485,57,"swedish alternative rock,swedish indie pop",
I Wanna Know (feat. Bea Miller),"NOTD,Bea Miller",3/16/18,197938,66,"pop dance,pop edm,alt z,pop,talent show",
Tröst,Nylonwings,1/30/21,162000,32,acoustic guitar cover,
Up To Something,Naaz,4/20/18,152792,30,dutch pop,
Blonde on Blonde,Nada Surf,2002,274532,39,power pop,
If You Leave,Nada Surf,10/25/04,290600,40,power pop,
Popular,Nada Surf,6/18/96,220586,58,power pop,
3 Pieces for cello and piano: No. 1. Modere,"Nadia Boulanger,Nicolas Altstaedt,José Gallardo",2/23/10,157066,53,"early modern classical,neoclassicism,classical cello",
When the Lights Go out - 2018 Remaster,Naked Eyes,1/1/83,182560,0,"new romantic,new wave pop,synthpop",
SLUFF,Naked Giants,3/30/18,175626,31,seattle indie,
Twist,Naked Giants,10/14/16,213466,33,seattle indie,
Bright Cloud,Nana Grizol,3/31/17,169240,30,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Cynicism,Nana Grizol,2010,148226,43,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Galaxies,Nana Grizol,2010,175013,28,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Mississippi Swells,Nana Grizol,3/31/17,260279,35,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Nightlights I,Nana Grizol,3/31/17,210586,30,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Photos from When We Were Young,Nana Grizol,3/31/17,205173,38,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Tambourine - N - Thyme,Nana Grizol,5/23/08,149106,39,"athens indie,bubblegrunge,elephant 6,folk punk,small room",
Wet Mouth,Nanami Ozone,5/6/16,202853,29,phoenix indie,
Summer Wine,"Nancy Sinatra,Lee Hazlewood",5/20/22,224278,56,"lounge,sunshine pop,baroque pop,classic oklahoma country,singer-songwriter",
She's So Gone,Naomi Scott,1/1/11,186453,68,"movie tunes,post-teen pop,vapor pop",
Mixer,Nap Eyes,2/5/16,276072,31,halifax indie,
No Fear of Hellfire,Nap Eyes,1/1/14,452524,23,halifax indie,
Circadian Deity,Narco Debut,9/9/16,246853,33,progressive post-hardcore,
It Ain't Hard to Tell,Nas,4/19/94,202106,70,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap",
Wrote My Way Out,"Nas,Dave East,Lin-Manuel Miranda,Aloe Blacc",12/2/16,261306,46,"conscious hip hop,east coast hip hop,gangster rap,hardcore hip hop,hip hop,queens hip hop,rap,canadian hip hop,harlem hip hop,nyc rap,southern hip hop,trap,broadway,show tunes,pop soul,r&b",
Live Forever,Nasty Cherry,8/9/19,166633,26,modern alternative pop,
Glue,Nat & Alex Wolff,8/7/20,275008,38,,
Passing Through,Nat & Alex Wolff,12/16/16,222973,22,,
Rollin' Around,Nat & Alex Wolff,12/16/16,217120,41,,
"Caroling, Caroling",Nat King Cole,1962,121986,74,"adult standards,lounge,soul,swing,vocal jazz",
Deck The Halls,Nat King Cole,1962,68760,82,"adult standards,lounge,soul,swing,vocal jazz",
Joy To The World,Nat King Cole,1962,84986,79,"adult standards,lounge,soul,swing,vocal jazz",
O Come All Ye Faithful,Nat King Cole,1962,141146,71,"adult standards,lounge,soul,swing,vocal jazz",
O Little Town Of Bethlehem,Nat King Cole,1962,139466,64,"adult standards,lounge,soul,swing,vocal jazz",
Smile,Nat King Cole,1/1/91,173266,63,"adult standards,lounge,soul,swing,vocal jazz",
The Christmas Song (Merry Christmas To You),Nat King Cole,1962,192160,84,"adult standards,lounge,soul,swing,vocal jazz",
The Happiest Christmas Tree,Nat King Cole,1962,103746,69,"adult standards,lounge,soul,swing,vocal jazz",
Unforgettable,Nat King Cole,1/1/54,191973,72,"adult standards,lounge,soul,swing,vocal jazz",
All I Want For Christmas (Is My Two Front Teeth),Nat King Cole Trio,11/2/23,151333,0,"adult standards,lounge,swing,vocal jazz",
This Will Be (An Everlasting Love),Natalie Cole,1/1/75,171960,76,"adult standards,disco,quiet storm,soul,vocal jazz",
June,Natalie Green,7/7/17,244687,22,bedroom pop,
Torn,Natalie Imbruglia,11/10/97,244666,79,"dance pop,europop,lilith,new wave pop,pop rock",
Control,Natalie Taylor,4/21/15,199481,26,,
Mess Me Up,Natania,10/27/17,201686,0,indian edm,
Love Like This (feat. Sean Kingston),"Natasha Bedingfield,Sean Kingston",4/27/07,222293,61,"dance pop,pop,post-teen pop,miami hip hop",
Neon Lights,Natasha Bedingfield,2008,222733,36,"dance pop,pop,post-teen pop",
Pocketful of Sunshine,Natasha Bedingfield,2008,203440,63,"dance pop,pop,post-teen pop",
Roller Skate,Natasha Bedingfield,8/30/19,211045,18,"dance pop,pop,post-teen pop",
These Words,Natasha Bedingfield,8/30/04,216360,69,"dance pop,pop,post-teen pop",
Unwritten,Natasha Bedingfield,8/30/04,259333,79,"dance pop,pop,post-teen pop",
Activator,"Nathan Nzanga,Talaya",4/9/19,141525,0,seattle hip hop,
Truce,Nathan Nzanga,8/14/16,275714,25,seattle hip hop,
Survivor,Nathaniel Rateliff & The Night Sweats,11/5/21,241800,50,"indie folk,modern blues rock,new americana,stomp and holler",
A Different Kind of Life,Nation of Language,11/12/20,226048,34,brooklyn indie,
A New Goodbye,Nation of Language,9/15/23,321957,40,brooklyn indie,
Sightseer,Nation of Language,9/11/23,259773,17,brooklyn indie,
Dance,Melissa O'neill,1/17/19,169456,8,,
Bodies Keep Warm,Native Culture,9/15/15,319777,24,,
Out In The Country,Natural Child,3/3/14,174586,47,neo-psychedelic,
Split Desire,Natural X,6/27/17,195422,29,background music,
Sounds of Sad Whales,Nature Recordings,11/12/17,114719,19,"rain,sound",
You and Me,"Nature TV,Nice Guys",2/26/21,225618,33,,
Exit Stations,NE-HI,5/8/19,260051,6,chicago indie,
Strange,The Score,10/13/17,197480,44,"modern alternative rock,pov: indie",
The Times I'm Not There,"NE-HI,Jamila Woods",11/8/17,160821,28,"chicago indie,afrofuturism,alternative r&b",
GOOD MAN,Ne-Yo,2/8/18,229220,37,"dance pop,pop,r&b,urban contemporary",
Tin,Nearly Oratorio,4/15/16,252000,19,australian alternative pop,
A Part Of Me (feat. Laura Whiteside),Neck Deep,9/11/12,189415,63,"pop punk,uk pop punk",
A Part Of Me (feat. Laura Whiteside),Neck Deep,9/11/12,189415,63,"pop punk,uk pop punk",
December,Neck Deep,8/14/15,218954,72,"pop punk,uk pop punk",
December,Neck Deep,8/14/15,218954,72,"pop punk,uk pop punk",
In Bloom,Neck Deep,8/18/17,218054,65,"pop punk,uk pop punk",
Between (Me & You),Necklace,11/15/17,182462,0,,
Unitil You Find Out,Ned's Atomic Dustbin,4/10/12,174960,8,"britpop,grebo",
Oh Honey,Neighbor Lady,2018,210240,0,atlanta indie,
Sweet Caroline,Neil Diamond,6/6/69,203573,79,"adult standards,brill building pop,folk rock,heartland rock,mellow gold,singer-songwriter,soft rock,yacht rock",
Tell Me,"NEIL FRANCES,The Undercover Dream Lovers",4/24/20,198000,62,indie soul,
Harvest Moon,Neil Young,1/1/10,299106,69,"canadian singer-songwriter,classic canadian rock,classic rock,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",
Heart Of Gold,Neil Young,1/1/10,188440,76,"canadian singer-songwriter,classic canadian rock,classic rock,folk rock,mellow gold,permanent wave,rock,roots rock,singer-songwriter",
Haunted,Nekokat,7/14/17,223136,31,indie rockism,
Over And Over,"Nelly,Tim McGraw",9/14/04,253933,63,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,contemporary country,country,country road",
I'm Like A Bird,Nelly Furtado,2000,243160,75,"canadian latin,canadian pop,dance pop,pop",
Maneater,Nelly Furtado,1/1/06,258893,83,"canadian latin,canadian pop,dance pop,pop",
Promiscuous,"Nelly Furtado,Timbaland",1/1/06,242293,86,"canadian latin,canadian pop,dance pop,pop,pop rap",
Say It Right,Nelly Furtado,1/1/06,223080,83,"canadian latin,canadian pop,dance pop,pop",
Turn Off The Light,Nelly Furtado,2000,276066,61,"canadian latin,canadian pop,dance pop,pop",
On Christmas Night,Nelson Can,12/1/17,209801,24,danish alternative rock,
99 Luftballons,Nena,9/23/83,231466,74,"german pop,new wave pop",
99 Red Balloons - Club Mix,Nena,6/14/04,281453,51,"german pop,new wave pop",
"Baby Don't Cry, Maybe Dog Fly",Nengu,2/21/18,196000,6,japanese math rock,
Animal,Neon Trees,2010,212306,66,"modern rock,neo mellow,pop rock,pov: indie",
Everybody Talks,Neon Trees,1/1/12,177280,81,"modern rock,neo mellow,pop rock,pov: indie",
Sins Of My Youth,Neon Trees,2010,218546,28,"modern rock,neo mellow,pop rock,pov: indie",
Sleeping With A Friend - The Chainsmokers Radio Remix,Neon Trees,4/29/14,228680,40,"modern rock,neo mellow,pop rock,pov: indie",
Songs I Can't Listen To,Neon Trees,5/5/15,200626,58,"modern rock,neo mellow,pop rock,pov: indie",
Teenager In Love,Neon Trees,1/1/14,197680,40,"modern rock,neo mellow,pop rock,pov: indie",
Text Me In The Morning,Neon Trees,1/1/14,185320,32,"modern rock,neo mellow,pop rock,pov: indie",
Used To Like,Neon Trees,7/24/20,198275,42,"modern rock,neo mellow,pop rock,pov: indie",
A Place to Call Home,Neon Wolf,7/3/15,201572,1,,
Bad Spanish,Nervous Dater,9/29/17,193623,29,"5th wave emo,bubblegrunge,diy emo",
Don't Be a Stranger,Nervous Dater,9/29/17,279895,28,"5th wave emo,bubblegrunge,diy emo",
Fun Dumpster,Nervous Dater,9/29/17,162003,20,"5th wave emo,bubblegrunge,diy emo",
Middle Child,Nervous Dater,1/26/21,246000,3,"5th wave emo,bubblegrunge,diy emo",
Pigeon Language,Nervous Dater,9/29/17,304714,10,"5th wave emo,bubblegrunge,diy emo",
Run Home - Audiotree Live Version,"Nervous Dater,Audiotree",5/30/18,190859,0,"5th wave emo,bubblegrunge,diy emo",
Saratoga,Nervous Dater,9/29/17,186605,11,"5th wave emo,bubblegrunge,diy emo",
Serenity,Nervous Dater,9/29/17,196224,12,"5th wave emo,bubblegrunge,diy emo",
Stockton Syndrome,Nervous Dater,9/29/17,180536,9,"5th wave emo,bubblegrunge,diy emo",
Tin Foil Hat,Nervous Dater,2/9/21,194000,1,"5th wave emo,bubblegrunge,diy emo",
Vominos,Nervous Dater,9/29/17,243668,10,"5th wave emo,bubblegrunge,diy emo",
Aliens Are Real Don't Tweak,Netherfriends,7/31/16,93961,18,shimmer pop,
Baby Needs a New Pair of Shoes,"Netherfriends,Chris Crack",7/9/21,116844,1,"shimmer pop,boom bap",
Don't Be a Fuck Boy,"Netherfriends,Blake Rules",4/8/16,211875,30,"shimmer pop,kids hip hop",
Don't Tweak,"Netherfriends,Blake Rules,Soul Food Horns",7/31/16,193149,10,"shimmer pop,kids hip hop,chillhop",
"Girrrl, Don't Tweak I'm Only Dating My Fans Now","Netherfriends,Blake Rules,Soul Food Horns",7/31/16,172930,11,"shimmer pop,kids hip hop,chillhop",
The Beach (Instrumental),mxpheebz,9/15/22,230038,67,ambient lo-fi,
I Tweaked When I Saw Your Face,"Netherfriends,Soul Food Horns",7/31/16,191399,23,"shimmer pop,chillhop",
Notice Me,Netherfriends,11/15/19,129438,1,shimmer pop,
Passover,Netherfriends,12/11/20,181733,1,shimmer pop,
Shake It Up,Netherfriends,8/21/20,185373,6,shimmer pop,
Uptown Boys,Netherfriends,3/3/14,135448,0,shimmer pop,
Toy,Netta,1992,180230,61,israeli pop,
Bringing on the Shame,"Neurotypes,fanclubwallet",6/30/23,243000,11,chill dream pop,
In the Aeroplane Over the Sea,Neutral Milk Hotel,2/20/98,202346,66,"alternative rock,chamber pop,elephant 6,indie rock,lo-fi,noise pop",
King of Carrot Flowers Pt. 1,Neutral Milk Hotel,2/20/98,120426,61,"alternative rock,chamber pop,elephant 6,indie rock,lo-fi,noise pop",
Tuesday Moon,Neutral Milk Hotel,2/1/23,128533,31,"alternative rock,chamber pop,elephant 6,indie rock,lo-fi,noise pop",
New Mexico,Nevada Color,11/19/13,148254,30,"indie rockism,pittsburgh indie",
first dance,Never Shout Never,8/23/10,129773,41,"neon pop punk,pop punk",
Starlight,Neverest,6/10/14,197936,35,canadian pop,
It's Cool,New Beat Fund,4/8/16,209262,22,,
When She's Sober,New Beat Fund,6/22/18,243139,0,,
All Downhill From Here,New Found Glory,5/18/04,192426,55,"easycore,neon pop punk,pop punk",
Connect the Dots,New Found Glory,10/8/13,191360,15,"easycore,neon pop punk,pop punk",
It's Been A Summer,New Found Glory,6/11/02,212560,38,"easycore,neon pop punk,pop punk",
My Friends Over You,New Found Glory,6/11/02,220200,66,"easycore,neon pop punk,pop punk",
The Cheapest Thrill,New Found Glory,4/28/17,223908,19,"easycore,neon pop punk,pop punk",
The Great Houdini,New Found Glory,6/11/02,166800,34,"easycore,neon pop punk,pop punk",
Understatement,New Found Glory,6/11/02,191160,48,"easycore,neon pop punk,pop punk",
Vicious Love,New Found Glory,10/7/14,203382,22,"easycore,neon pop punk,pop punk",
Jiffy Jane,New Hollow,3/17/15,212106,18,,
She Ain't You,New Hollow,2/4/14,210400,40,,
Fixed,New Hope Club,2/14/20,223586,38,boy band,
The Fear,Lily Allen,1/26/09,207120,53,"dance pop,electropop",
I'll Be Loving You (Forever),New Kids On The Block,9/2/88,263933,60,boy band,
Age of Consent - 2015 Remaster,New Order,5/2/83,315333,66,"alternative rock,dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",
Age of Consent - 2015 Remaster,New Order,5/2/83,315333,66,"alternative rock,dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",
Blue Monday,New Order,8/17/87,449160,74,"alternative rock,dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",
Vanishing Point - 2015 Remaster,New Order,1/30/89,317800,42,"alternative rock,dance rock,madchester,new romantic,new wave,permanent wave,post-punk,synthpop,uk post-punk",
Heartbreaker,New Parlor,5/10/18,203798,41,,
Berlin,New Politics,5/17/13,191306,28,"modern alternative rock,modern rock,stomp pop",
Goodbye Copenhagen,New Politics,5/17/13,202426,25,"modern alternative rock,modern rock,stomp pop",
Harlem,New Politics,5/17/13,163626,57,"modern alternative rock,modern rock,stomp pop",
Lifeboat,New Politics,10/6/17,183240,25,"modern alternative rock,modern rock,stomp pop",
One of Us,New Politics,10/6/17,260093,39,"modern alternative rock,modern rock,stomp pop",
Stardust,New Politics,8/14/15,220586,39,"modern alternative rock,modern rock,stomp pop",
Stuck On You,New Politics,5/17/13,222680,32,"modern alternative rock,modern rock,stomp pop",
Tonight You're Perfect,New Politics,5/17/13,202106,43,"modern alternative rock,modern rock,stomp pop",
You Get What You Give,New Radicals,1/1/98,300773,78,pop rock,
Next To You,New West,1/14/22,232325,57,toronto indie,
Skeletons,New Years Day,4/26/19,212440,44,"candy pop,pixie,pop emo",
When Did We Stop,New Move,1/29/16,250292,39,portland indie,
Angel,NewDad,9/13/23,199220,50,"crank wave,irish indie rock",
D & D Is Gay (But So Am I So This Tracks),Newgrounds Death Rugby,10/4/18,152338,41,south carolina indie,
Black And White,Niall Horan,3/13/20,193089,67,pop,
Flicker,Niall Horan,10/20/17,258025,64,pop,
Seeing Blind,"Niall Horan,Maren Morris",10/20/17,185280,64,"pop,classic texas country,contemporary country",
Slow Hands,Niall Horan,10/20/17,188174,79,pop,
Dusty,Niall Summerton,10/12/22,157512,12,,
"Human, Dying",Niall Summerton,12/7/22,206155,7,,
Found,Zach Webb,3/28/22,311170,66,,
Wish You Could Speak,Niall Summerton,2/1/23,123164,5,,
Talladega,Nic D,11/12/21,156682,51,singer-songwriter pop,
Hanover Hideaway,Nice Enough People,6/14/16,248826,29,,
The Right Time,Mishkin Fitzgerald,5/22/17,236000,4,"dark cabaret,steampunk",
Close,"Nick Jonas,Tove Lo",6/10/16,234213,70,"dance pop,pop,metropopolis,swedish electropop,swedish pop,swedish synthpop",
Introducing Me,Nick Jonas,1/1/10,187626,50,"dance pop,pop",
Medfield,Nick Pope,1/1/20,195964,0,,
The Story You Should Tell,Nick Santino & the Northern Wind,10/22/13,181657,10,,
Adam's Song - triple j Like A Version,"Nick Ward,E^ST",3/11/22,256126,36,"australian alternative pop,australian indie,australian pop",
Kate's Glide,Nick Waters,12/16/22,186568,2,,
Headlights (Stripped),Nick Wilson,1/9/18,240500,35,indie anthem-folk,
How You Remind Me,Nickelback,9/11/01,223840,84,"alternative metal,canadian rock,post-grunge",
Bed Of Lies,"Nicki Minaj,Skylar Grey",12/15/14,269946,55,"hip pop,pop,queens hip hop,rap,piano rock,viral pop",
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj,Anuel AA,Bantu",12/14/18,174893,64,"hip pop,pop,queens hip hop,rap,reggaeton,reggaeton flow,trap boricua,trap latino,urbano latino,zimdancehall",
Starships,Nicki Minaj,1/1/12,210626,80,"hip pop,pop,queens hip hop,rap",
Super Bass,Nicki Minaj,11/22/10,200013,82,"hip pop,pop,queens hip hop,rap",
The Night Is Still Young,Nicki Minaj,12/15/14,227560,66,"hip pop,pop,queens hip hop,rap",
Sunroof,"Nicky Youre,dazy",6/9/23,163025,85,singer-songwriter pop,
Sunday Candy,Nico Segal,6/30/15,226013,63,pop soul,
Just Tell Me,Nico Yaryan,6/3/16,162344,37,,
witch,"Namkyul,polygoat",10/10/23,116371,31,,
Blindfolded,Nicole Millar,6/1/18,203160,29,"australian pop,gauze pop",
Post Party Depression,Night Gaunts,4/2/15,297075,35,"crack rock steady,folk punk,modern ska punk",
Contraband,Night Lovell,6/14/16,227135,52,"aesthetic rap,canadian hip hop,canadian trap,cloud rap,dark trap,ottawa rap",
Sister Christian,Night Ranger,1/1/83,302933,64,"album rock,classic rock,glam metal,hard rock,heartland rock,soft rock",
All For You,Night Riots,10/21/16,235334,41,"hopebeat,indie poptimism,indie rockism,modern alternative rock,modern rock",
