ID,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,temperature,weather_description,Traffic_Level,Distance (km),Delivery Duration
9.00E+02,4.0,Snack,motorcycle,17.14,haze,Moderate,11.75,31.37
8B98,4.6,Meal,motorcycle,26.5,mist,Low,5.02,15.7
B4E3,4.7,Meal,motorcycle,19.35,clear sky,Very High,19.95,52.77
F59,4.8,Snack,electric_scooter,26.43,mist,Very Low,2.19,14.72
1A8F,3.1,Buffet,motorcycle,22.35,clear sky,High,24.93,40.9
5AD4,4.9,Meal,scooter,17.31,clear sky,High,24.02,39.75
87A0,4.4,Drinks,motorcycle,19.9,clear sky,High,19.83,51.03
2FAC,4.1,Buffet,scooter,26.39,broken clouds,High,15.96,42.63
6228,4.9,Drinks,electric_scooter,19.71,clear sky,Very High,29.44,58.55
1E4A,4.7,Snack,motorcycle,26.43,scattered clouds,Very High,21.95,67.03
AB4C,4.6,Meal,scooter,17.72,clear sky,Moderate,11.31,29.78
8620,4.4,Drinks,motorcycle,19.62,haze,Very Low,3.92,18.97
364E,4.5,Buffet,electric_scooter,17.85,clear sky,High,22.26,46.17
215A,4.9,Snack,motorcycle,18.9,clear sky,High,17.3,46.3
119C,4.6,Buffet,scooter,22.83,clear sky,Moderate,14.97,32.35
6211,4.7,Buffet,scooter,21.06,broken clouds,Very High,23.15,52.15
6F02,4.8,Buffet,electric_scooter,19.56,haze,Low,5.56,18.65
18D6,4.6,Snack,scooter,25.15,mist,Very High,24.84,55.0
7289,4.8,Snack,motorcycle,17.77,clear sky,Moderate,12.24,31.47
2C38,4.8,Drinks,motorcycle,26.02,smoke,High,13.83,53.25
989C,4.8,Buffet,motorcycle,19.97,clear sky,High,15.11,34.12
29D0,4.7,Snack,motorcycle,24.96,mist,Moderate,11.45,29.05
41B4,4.9,Buffet,scooter,17.58,clear sky,Low,3.46,13.5
A346,4.6,Buffet,motorcycle,26.41,mist,Very Low,4.52,13.95
9ED9,4.6,Buffet,scooter,18.4,broken clouds,Moderate,17.75,30.42
7FD5,4.7,Buffet,motorcycle,17.9,scattered clouds,Moderate,8.67,27.95
A0AB,5.0,Meal,scooter,21.48,broken clouds,Moderate,11.56,29.05
6C6D,4.8,Buffet,motorcycle,19.89,mist,High,17.05,45.18
2282,4.9,Buffet,scooter,17.22,clear sky,High,22.38,40.38
78D7,4.6,Meal,motorcycle,21.32,broken clouds,Moderate,11.28,27.58
3959,4.7,Buffet,motorcycle,19.08,clear sky,High,9.18,34.88
60EB,4.9,Buffet,scooter,21.27,broken clouds,High,16.36,40.72
601F,4.6,Snack,motorcycle,19.83,haze,Moderate,14.29,34.75
93C7,4.8,Snack,scooter,18.04,scattered clouds,Very Low,2.15,13.18
BE14,4.6,Buffet,scooter,24.86,mist,Low,6.76,24.15
BA02,4.5,Snack,motorcycle,25.15,mist,Very High,24.89,54.5
4B68,4.7,Meal,scooter,26.36,mist,Low,6.72,21.9
6128,4.5,Snack,electric_scooter,24.94,mist,Moderate,12.14,34.13
A140,4.7,Buffet,scooter,17.91,scattered clouds,Very Low,2.83,12.52
69CF,4.4,Meal,scooter,22.99,clear sky,Moderate,14.17,29.77
7D0D,4.8,Snack,motorcycle,17.67,clear sky,Low,8.21,23.83
AF8C,4.5,Meal,scooter,17.32,clear sky,High,25.24,45.98
53F4,4.9,Buffet,scooter,21.13,overcast clouds,Very High,25.61,56.13
E92,4.6,Meal,scooter,19.93,clear sky,Very High,27.74,52.07
4310,4.4,Meal,motorcycle,17.58,clear sky,Moderate,15.71,29.52
3075,4.8,Drinks,motorcycle,17.88,clear sky,High,19.03,46.02
C569,5.0,Drinks,scooter,18.31,clear sky,High,14.88,46.12
9CCC,4.6,Drinks,motorcycle,18.28,scattered clouds,High,17.5,44.43
5C1,4.6,Snack,motorcycle,19.56,haze,Low,6.17,20.58
13C5,4.2,Snack,motorcycle,26.98,smoke,Low,7.41,29.55
C928,5.0,Buffet,motorcycle,18.1,mist,Very Low,1.99,13.95
D065,4.1,Drinks,scooter,10.63,clear sky,Very High,54.98,141.92
974D,4.5,Snack,motorcycle,18.42,scattered clouds,Moderate,14.28,28.27
94F9,4.7,Snack,scooter,18.38,broken clouds,High,16.75,43.07
4C19,4.7,Drinks,motorcycle,19.56,haze,Low,6.17,25.58
528F,4.2,Drinks,motorcycle,26.52,mist,Low,9.1,32.68
537E,4.8,Meal,scooter,22.88,clear sky,High,19.68,37.42
7341,5.0,Snack,motorcycle,25.0,mist,Moderate,13.73,33.92
D74E,4.8,Drinks,motorcycle,23.97,mist,High,12.13,46.37
1C71,4.6,Snack,motorcycle,19.67,mist,Very Low,2.33,15.15
B1B7,4.6,Buffet,scooter,17.17,haze,Low,5.86,22.43
1220,4.9,Drinks,scooter,18.15,broken clouds,Very Low,3.16,20.15
CA19,4.6,Snack,scooter,22.99,haze,Low,6.36,25.72
6CF8,4.6,Meal,motorcycle,19.01,clear sky,High,20.95,45.75
B312,4.0,Buffet,motorcycle,19.01,clear sky,Low,4.38,13.68
650D,4.6,Meal,scooter,19.68,mist,Low,8.04,20.3
B927,4.5,Meal,motorcycle,27.05,smoke,High,18.66,43.3
CDAC,4.5,Buffet,motorcycle,21.8,clear sky,Moderate,12.1,32.05
9997,4.8,Buffet,scooter,17.73,clear sky,Moderate,16.11,31.77
66DE,4.6,Drinks,scooter,21.29,broken clouds,Low,5.96,23.55
922,4.6,Buffet,motorcycle,22.81,clear sky,High,24.93,46.82
A41E,4.6,Snack,motorcycle,26.52,mist,Moderate,9.26,31.57
7052,4.2,Meal,scooter,23.29,clear sky,Moderate,9.48,22.63
94B7,4.8,Buffet,scooter,19.93,clear sky,Very High,25.39,49.77
13D0,4.9,Drinks,motorcycle,19.99,clear sky,High,23.78,52.88
4301,4.8,Snack,scooter,25.15,mist,High,24.02,46.9
38BA,5.0,Snack,motorcycle,22.85,clear sky,Low,8.49,22.0
DAED,5.0,Buffet,motorcycle,21.8,clear sky,High,15.73,38.5
718C,4.6,Drinks,motorcycle,25.13,mist,High,21.15,55.48
E019,4.5,Snack,electric_scooter,23.9,mist,High,18.57,45.87
54AE,4.7,Drinks,motorcycle,19.47,clear sky,Very High,25.29,61.77
8D74,4.7,Snack,scooter,24.86,mist,Low,3.13,18.85
7951,4.7,Snack,motorcycle,17.95,broken clouds,High,22.84,43.42
49ED,4.8,Drinks,motorcycle,21.08,broken clouds,Very High,30.49,68.85
8C73,4.6,Buffet,motorcycle,19.9,haze,Moderate,8.28,24.1
3152,4.9,Meal,motorcycle,24.87,mist,Low,4.64,18.52
891B,4.3,Snack,motorcycle,18.38,broken clouds,Moderate,10.65,33.55
7294,4.1,Snack,electric_scooter,18.34,scattered clouds,High,18.74,40.07
6EB1,4.9,Snack,scooter,22.8,clear sky,Low,11.76,24.55
DE84,4.5,Drinks,motorcycle,24.81,scattered clouds,High,18.47,42.8
D7F4,4.7,Drinks,scooter,18.56,clear sky,Moderate,20.07,38.28
171C,4.9,Snack,motorcycle,26.4,broken clouds,Very High,25.66,72.42
2D1A,4.4,Meal,motorcycle,23.46,clear sky,Very Low,2.22,6.77
D01F,4.6,Buffet,motorcycle,17.99,clear sky,Very High,28.91,55.57
B75C,4.8,Snack,motorcycle,26.94,clear sky,Very High,35.89,86.5
4AB3,4.4,Buffet,scooter,19.8,haze,High,15.05,36.47
6EBB,4.5,Drinks,motorcycle,26.49,mist,High,13.34,46.4
87C1,5.0,Meal,scooter,19.81,haze,Moderate,8.01,24.83
A042,4.8,Snack,motorcycle,27.01,smoke,Moderate,10.81,35.75
5E9B,3.8,Snack,motorcycle,18.2,scattered clouds,High,13.96,37.85
BF37,4.6,Drinks,electric_scooter,24.88,scattered clouds,Moderate,16.47,40.73
DAC2,4.7,Meal,electric_scooter,18.1,mist,Very Low,1.96,13.0
9E8E,4.6,Drinks,motorcycle,17.08,haze,Low,5.87,26.77
3117,4.9,Snack,motorcycle,17.97,broken clouds,High,26.11,40.47
2720,4.9,Snack,scooter,23.23,clear sky,Low,6.42,19.87
2209,4.6,Drinks,scooter,21.58,broken clouds,Low,6.99,27.17
3384,4.5,Drinks,motorcycle,23.46,clear sky,Very Low,1.75,15.13
2DE3,4.7,Snack,scooter,17.11,haze,Low,4.38,20.73
880D,4.5,Meal,electric_scooter,22.47,clear sky,High,23.78,35.87
349D,4.9,Buffet,motorcycle,17.31,clear sky,Very High,27.79,51.03
8A76,4.9,Snack,electric_scooter,22.87,clear sky,High,20.48,44.32
BCE6,4.0,Meal,scooter,26.31,scattered clouds,High,21.29,43.17
BC9E,4.9,Drinks,motorcycle,18.47,broken clouds,High,27.11,50.55
AEF0,4.6,Buffet,motorcycle,17.14,haze,Moderate,9.41,30.48
5BB7,4.4,Meal,motorcycle,18.46,broken clouds,High,16.9,37.97
C438,4.7,Snack,scooter,24.48,scattered clouds,Low,6.11,24.85
3682,4.9,Buffet,motorcycle,19.9,clear sky,Very High,25.84,49.02
E211,4.8,Meal,motorcycle,22.99,haze,Moderate,12.62,25.68
8D0C,4.8,Meal,scooter,26.43,mist,Very Low,2.19,10.67
53A4,4.7,Drinks,scooter,19.37,haze,Moderate,6.03,32.7
3043,4.6,Drinks,motorcycle,26.42,mist,Low,7.31,29.82
AB6B,4.3,Buffet,scooter,22.75,clear sky,High,30.26,47.52
2CFF,3.5,Buffet,motorcycle,22.9,clear sky,Moderate,11.52,28.52
E123,4.2,Meal,motorcycle,17.82,mist,Moderate,8.64,25.28
2.30E+03,4.7,Meal,scooter,22.68,clear sky,Moderate,13.25,24.27
A18F,4.2,Buffet,motorcycle,21.3,broken clouds,High,20.43,46.7
9491,4.9,Meal,motorcycle,26.92,smoke,Very High,28.78,59.9
DCBD,4.7,Drinks,motorcycle,21.74,clear sky,High,16.35,49.5
9DFF,4.3,Buffet,motorcycle,18.17,broken clouds,Low,6.08,20.13
335A,4.4,Drinks,motorcycle,22.83,clear sky,Moderate,14.97,39.37
B403,5.0,Drinks,electric_scooter,26.78,smoke,Very High,33.03,77.05
AD91,4.7,Meal,motorcycle,17.66,clear sky,Low,7.64,18.98
3DD2,4.7,Meal,scooter,26.88,smoke,Low,4.4,22.32
69DF,4.9,Meal,motorcycle,26.24,mist,Very Low,2.08,11.8
7F1E,4.9,Meal,motorcycle,17.9,scattered clouds,Very Low,1.84,8.18
50DC,4.5,Snack,motorcycle,17.67,clear sky,Moderate,10.0,26.5
7F19,4.9,Meal,electric_scooter,22.86,clear sky,High,17.82,34.48
4F89,4.9,Buffet,motorcycle,19.63,haze,Low,5.63,20.78
92CE,4.8,Meal,motorcycle,16.93,haze,Low,9.47,20.63
10C9,5.0,Buffet,motorcycle,18.76,fog,High,22.12,47.57
9435,4.5,Meal,motorcycle,19.22,clear sky,High,15.14,41.47
27A8,4.6,Buffet,scooter,19.5,mist,Very High,29.32,70.17
A5D6,4.9,Meal,motorcycle,27.05,smoke,High,25.07,48.58
1B9F,5.0,Meal,motorcycle,19.08,clear sky,High,15.16,33.73
A66A,4.7,Snack,scooter,18.2,broken clouds,Low,4.76,17.02
30AE,4.5,Meal,motorcycle,25.0,mist,Moderate,13.73,29.87
DFC4,4.8,Buffet,scooter,18.62,clear sky,Very High,41.45,54.77
41CA,4.7,Meal,motorcycle,17.12,haze,Moderate,12.94,29.78
BD24,4.6,Drinks,motorcycle,26.38,scattered clouds,Very High,28.47,77.27
3626,4.8,Buffet,scooter,25.01,mist,High,19.17,43.3
D2FB,4.8,Buffet,motorcycle,18.16,clear sky,High,20.99,40.53
B19D,5.0,Snack,motorcycle,19.54,mist,Moderate,10.08,35.13
7736,4.8,Drinks,motorcycle,26.39,scattered clouds,Very High,21.52,66.23
BD9E,4.7,Drinks,scooter,21.16,broken clouds,Very Low,4.35,20.52
89B9,4.6,Buffet,scooter,21.08,broken clouds,Very High,29.29,64.48
9C95,4.7,Meal,motorcycle,17.6,clear sky,High,20.75,38.4
2858,4.8,Drinks,motorcycle,19.72,clear sky,Very High,27.63,56.63
248B,4.7,Drinks,scooter,19.62,haze,Very Low,3.92,18.93
9B7B,4.3,Drinks,motorcycle,19.63,mist,Moderate,10.17,39.65
6ED9,4.9,Drinks,motorcycle,17.82,broken clouds,Very High,30.96,65.42
9843,4.9,Snack,scooter,24.04,mist,High,19.61,43.75
81F9,4.8,Meal,scooter,24.8,mist,Low,4.62,17.43
5649,4.8,Drinks,motorcycle,23.38,clear sky,Low,7.31,25.37
D34B,4.5,Snack,scooter,22.99,haze,Moderate,7.0,26.95
1CAF,4.8,Meal,motorcycle,21.25,broken clouds,High,14.68,39.18
5.40E+09,4.5,Meal,motorcycle,26.41,broken clouds,Very High,21.13,56.77
A32,4.6,Buffet,scooter,19.12,clear sky,High,13.34,38.1
7.30E+02,4.7,Meal,motorcycle,25.0,mist,Moderate,11.49,29.38
8581,4.3,Snack,motorcycle,26.34,mist,Very Low,2.33,16.38
6E0F,4.4,Snack,scooter,21.32,broken clouds,High,13.04,37.33
7F00,4.7,Buffet,electric_scooter,18.25,broken clouds,High,15.76,42.78
92C3,4.5,Meal,motorcycle,22.8,clear sky,Moderate,11.46,22.35
ACAE,4.8,Snack,motorcycle,17.12,haze,Low,6.77,23.23
83C1,4.5,Buffet,scooter,21.18,broken clouds,High,13.79,37.27
B39E,4.5,Drinks,motorcycle,23.01,clear sky,Moderate,12.88,37.07
C28,5.0,Snack,motorcycle,26.48,mist,Moderate,11.98,34.05
2ACA,4.7,Meal,motorcycle,27.05,clear sky,High,15.94,45.6
3CEA,4.4,Snack,electric_scooter,25.12,mist,High,20.44,48.45
92CC,4.8,Drinks,scooter,22.83,clear sky,Moderate,14.97,39.28
BD39,4.7,Buffet,scooter,22.66,clear sky,Moderate,14.01,31.92
26FA,4.1,Buffet,motorcycle,19.08,clear sky,High,9.18,34.98
24A0,4.7,Drinks,scooter,26.34,mist,Very Low,2.33,21.37
B050,4.7,Drinks,motorcycle,26.39,mist,Moderate,9.08,37.73
C636,5.0,Buffet,motorcycle,22.99,haze,Moderate,8.32,27.83
9060,5.0,Snack,electric_scooter,19.81,haze,Low,7.89,24.3
8912,4.9,Buffet,motorcycle,22.74,clear sky,Moderate,12.51,29.93
7850,4.4,Meal,motorcycle,17.12,haze,Moderate,12.96,30.77
A61F,4.9,Meal,scooter,25.0,mist,Moderate,11.45,28.25
441B,4.2,Snack,scooter,17.27,clear sky,High,22.02,41.23
B319,4.9,Meal,motorcycle,19.77,mist,Moderate,9.49,27.15
BF2E,4.6,Meal,electric_scooter,10.78,clear sky,Very High,19.24,59.05
82F6,4.2,Snack,motorcycle,17.14,haze,Low,8.16,23.32
1D56,4.7,Snack,motorcycle,26.39,scattered clouds,Very High,23.05,66.53
6FE2,4.4,Buffet,motorcycle,19.33,clear sky,Moderate,9.63,29.45
55AB,4.8,Drinks,motorcycle,24.99,mist,Moderate,15.31,41.92
6ABE,4.5,Meal,scooter,18.94,few clouds,Low,5.74,14.75
9CF0,4.7,Buffet,electric_scooter,22.88,clear sky,High,17.58,36.02
7696,4.4,Meal,motorcycle,17.26,clear sky,High,18.57,33.35
BD95,3.7,Meal,scooter,26.44,scattered clouds,Very High,18.15,55.98
B3D2,4.3,Meal,motorcycle,26.47,mist,High,11.05,34.15
C979,4.8,Meal,scooter,24.45,mist,Moderate,10.54,25.1
5386,5.0,Drinks,motorcycle,18.24,broken clouds,Moderate,9.7,40.17
5C33,4.8,Meal,scooter,19.2,clear sky,Moderate,9.44,28.03
6F8E,4.6,Snack,electric_scooter,17.9,scattered clouds,Very Low,1.84,12.18
B8F7,4.8,Drinks,scooter,19.54,mist,Low,2.42,23.83
1A9E,4.9,Drinks,scooter,19.73,haze,Moderate,10.31,34.65
3C5B,4.7,Meal,motorcycle,21.4,broken clouds,High,13.99,33.07
A44B,4.2,Buffet,electric_scooter,22.49,clear sky,High,20.49,35.32
AB88,4.2,Drinks,motorcycle,22.35,clear sky,High,24.3,46.27
72BE,4.7,Drinks,motorcycle,26.4,scattered clouds,Very High,14.99,64.65
5F59,4.9,Meal,electric_scooter,18.4,scattered clouds,Moderate,13.88,26.1
201A,4.0,Drinks,electric_scooter,18.98,clear sky,Moderate,12.23,35.9
3A53,4.5,Snack,motorcycle,18.04,scattered clouds,Very Low,2.81,14.6
882C,4.4,Buffet,motorcycle,17.74,broken clouds,High,26.05,46.32
215E,4.5,Buffet,scooter,26.73,smoke,High,11.2,41.72
3B77,4.7,Drinks,electric_scooter,19.17,clear sky,Moderate,8.68,33.12
9C72,4.8,Drinks,motorcycle,25.0,mist,High,18.48,47.2
F56,4.8,Buffet,motorcycle,17.8,clear sky,High,22.93,39.82
B4AF,4.5,Drinks,motorcycle,22.97,clear sky,Moderate,12.29,34.45
3333,5.0,Drinks,scooter,26.36,mist,Moderate,9.62,33.33
E71,4.6,Snack,motorcycle,24.87,mist,High,14.7,40.62
288E,4.7,Meal,motorcycle,25.06,mist,High,14.51,34.48
B924,4.8,Meal,scooter,21.27,broken clouds,High,15.78,34.25
E1D6,3.8,Snack,motorcycle,23.03,haze,Very High,22.58,58.8
2FA6,4.9,Buffet,motorcycle,24.8,mist,Low,4.62,19.4
906B,4.8,Drinks,electric_scooter,23.86,mist,Low,7.83,32.85
DD4A,4.8,Drinks,electric_scooter,24.45,mist,High,23.22,48.27
1CD8,4.2,Buffet,motorcycle,17.22,clear sky,Very High,30.65,49.58
A5C6,5.0,Buffet,motorcycle,23.97,mist,High,15.44,36.0
7A4E,4.7,Buffet,motorcycle,26.77,smoke,High,16.71,50.42
85CE,4.7,Drinks,scooter,22.85,clear sky,Low,7.41,23.47
820B,4.5,Drinks,motorcycle,21.26,broken clouds,Low,3.48,22.23
B691,4.5,Drinks,motorcycle,20.14,haze,Low,9.41,30.4
A552,4.2,Snack,motorcycle,26.4,broken clouds,Very High,20.07,58.42
90DA,4.9,Meal,scooter,19.04,few clouds,Very High,29.29,61.18
E0C8,4.5,Meal,electric_scooter,22.97,haze,Low,4.15,13.62
5B3,4.6,Buffet,electric_scooter,19.93,clear sky,High,27.14,46.57
2D28,4.9,Drinks,motorcycle,17.12,haze,Low,9.11,29.7
48BF,4.7,Drinks,electric_scooter,26.45,scattered clouds,Very High,18.65,66.48
1F8A,4.7,Drinks,motorcycle,17.72,clear sky,Moderate,9.75,36.6
5599,4.2,Buffet,motorcycle,19.53,haze,Low,4.08,16.82
FF2,4.7,Snack,motorcycle,19.23,clear sky,Moderate,8.29,28.4
9460,4.2,Meal,scooter,25.08,mist,High,19.16,40.35
539A,4.8,Snack,scooter,19.42,clear sky,High,23.61,48.15
3661,4.7,Drinks,motorcycle,21.32,broken clouds,Low,4.82,24.98
5711,4.9,Buffet,motorcycle,18.32,scattered clouds,Moderate,16.09,33.67
4C51,4.0,Buffet,motorcycle,24.88,mist,Low,4.02,17.48
D4ED,4.9,Snack,motorcycle,18.72,clear sky,High,19.61,40.12
5.00E+75,4.6,Snack,scooter,27.05,clear sky,Very High,42.54,102.67
B723,4.2,Drinks,scooter,26.63,smoke,Very High,22.33,73.27
80CE,4.8,Snack,scooter,16.96,haze,Low,2.31,17.08
519C,4.1,Buffet,motorcycle,19.81,mist,Very Low,2.13,15.02
9AE6,3.1,Snack,motorcycle,22.55,clear sky,Moderate,15.84,33.78
A3A8,4.4,Meal,motorcycle,22.98,clear sky,Very Low,3.98,8.48
442C,4.7,Buffet,scooter,26.99,smoke,Moderate,8.0,29.75
57A1,4.7,Snack,motorcycle,24.86,mist,Low,6.39,23.9
8692,4.9,Snack,motorcycle,27.0,smoke,Low,7.5,28.5
18B7,4.6,Snack,electric_scooter,26.36,mist,Moderate,8.86,32.45
5160,4.7,Snack,motorcycle,22.87,clear sky,High,18.48,40.95
6CE9,4.2,Buffet,motorcycle,22.88,clear sky,High,24.21,46.55
2163,4.3,Drinks,scooter,18.19,scattered clouds,Moderate,10.51,35.4
4804,5.0,Drinks,motorcycle,19.53,haze,Low,4.08,23.8
8312,4.7,Meal,motorcycle,26.02,smoke,High,13.83,43.83
DBFA,4.8,Meal,scooter,17.84,mist,Very Low,2.62,12.73
381C,4.6,Drinks,motorcycle,17.14,haze,Moderate,11.12,33.83
1101,4.1,Meal,motorcycle,17.23,clear sky,Moderate,17.48,30.07
1C9F,4.7,Buffet,motorcycle,26.98,smoke,Low,6.64,25.45
9280,4.1,Meal,motorcycle,16.96,haze,Low,2.31,13.08
D741,4.7,Buffet,scooter,22.99,haze,Moderate,11.55,26.35
70DB,4.9,Buffet,motorcycle,22.83,clear sky,High,15.73,33.97
A7E2,4.8,Buffet,electric_scooter,17.19,haze,High,16.74,36.65
8AEA,4.7,Buffet,motorcycle,17.12,haze,Moderate,12.94,31.67
8347,4.8,Buffet,scooter,17.08,haze,Low,5.67,19.18
480C,4.9,Buffet,scooter,21.41,broken clouds,Low,6.67,20.82
951,4.6,Meal,motorcycle,17.88,clear sky,High,19.08,37.22
1B33,4.5,Buffet,motorcycle,17.08,haze,Low,5.82,19.1
304F,4.8,Drinks,scooter,26.41,scattered clouds,Very High,24.02,70.12
9842,4.6,Buffet,motorcycle,18.24,broken clouds,Moderate,9.7,33.13
9C01,4.9,Drinks,motorcycle,19.55,mist,High,13.7,48.37
51FA,4.0,Meal,motorcycle,25.15,mist,High,23.43,41.12
66DA,3.5,Drinks,motorcycle,17.21,clear sky,High,19.02,49.05
8D31,4.6,Snack,motorcycle,22.84,clear sky,High,21.59,46.72
5D2B,4.8,Meal,motorcycle,18.38,broken clouds,Moderate,10.3,28.18
D27A,4.5,Drinks,scooter,16.1,clear sky,Low,5.57,22.97
CD98,4.8,Meal,motorcycle,21.68,clear sky,Moderate,15.46,30.53
74D4,4.9,Snack,scooter,15.81,clear sky,Very High,23.28,54.0
7906,4.4,Snack,scooter,22.49,clear sky,High,20.49,37.28
78D,4.2,Buffet,motorcycle,26.45,mist,Low,4.15,18.58
8C85,4.7,Meal,motorcycle,17.18,haze,High,16.9,34.8
3608,4.8,Buffet,motorcycle,17.32,clear sky,High,25.48,47.17
B63F,5.0,Snack,motorcycle,19.33,clear sky,Moderate,11.33,30.85
AD7F,4.6,Drinks,motorcycle,18.28,scattered clouds,High,18.24,42.08
2401,4.5,Snack,motorcycle,21.33,broken clouds,Very High,28.06,56.47
57B6,5.0,Buffet,motorcycle,22.88,clear sky,High,22.71,45.33
C744,4.6,Snack,motorcycle,22.27,clear sky,Moderate,9.55,28.33
DCA4,4.9,Snack,electric_scooter,23.03,haze,Moderate,13.97,28.92
246C,4.2,Snack,motorcycle,26.36,mist,High,16.57,44.42
C209,4.7,Meal,motorcycle,11.69,clear sky,Very High,19.22,74.65
A3AC,5.0,Buffet,motorcycle,17.08,haze,Very Low,2.31,11.33
113A,4.7,Buffet,scooter,22.85,clear sky,Very High,33.95,50.93
D27C,4.8,Meal,scooter,24.9,scattered clouds,High,20.92,39.07
7392,4.6,Meal,electric_scooter,21.23,broken clouds,Very Low,2.15,8.83
A83F,4.7,Drinks,electric_scooter,27.0,smoke,High,16.16,53.28
1.00E+61,4.0,Drinks,motorcycle,17.14,haze,Moderate,9.65,38.28
2C6A,5.0,Meal,motorcycle,25.15,mist,Very High,24.84,50.73
8F9A,4.8,Snack,motorcycle,17.88,clear sky,High,18.0,37.73
461D,4.5,Meal,motorcycle,19.0,clear sky,Low,7.07,20.37
119F,4.8,Snack,scooter,26.42,mist,Low,5.08,25.27
9.00E+57,4.6,Buffet,scooter,19.42,mist,High,14.13,45.02
4960,4.6,Snack,motorcycle,19.94,clear sky,Very High,28.27,51.75
777C,4.6,Snack,motorcycle,22.48,clear sky,Moderate,17.32,31.82
6AA7,4.9,Buffet,scooter,17.73,clear sky,Low,7.62,22.6
73F6,4.5,Snack,scooter,23.39,clear sky,Low,5.06,18.35
50DA,4.8,Drinks,motorcycle,18.99,clear sky,High,17.37,48.97
2415,4.6,Meal,motorcycle,25.73,smoke,Very High,28.28,60.67
32A4,5.0,Buffet,motorcycle,22.35,clear sky,High,24.3,39.28
5405,5.0,Buffet,motorcycle,26.9,smoke,Moderate,9.08,35.32
A0C3,4.8,Snack,motorcycle,26.86,smoke,Very High,28.75,65.05
2DB1,4.8,Snack,motorcycle,18.94,clear sky,Low,5.03,18.9
CF8,4.6,Snack,scooter,25.5,smoke,Very High,24.72,72.45
B0AA,4.6,Drinks,scooter,25.13,mist,Very High,26.07,65.62
65D7,4.1,Drinks,electric_scooter,18.3,broken clouds,High,22.4,52.95
35D6,4.6,Buffet,motorcycle,22.68,clear sky,Low,11.19,22.9
D164,4.7,Buffet,scooter,15.26,clear sky,Low,5.07,14.53
211D,4.6,Buffet,motorcycle,21.59,broken clouds,Moderate,8.51,25.15
5D01,4.8,Snack,motorcycle,23.01,clear sky,Moderate,11.71,30.98
9252,4.6,Snack,motorcycle,25.26,mist,High,29.81,48.78
347A,4.4,Drinks,motorcycle,19.99,haze,Moderate,14.46,40.52
3E1C,4.5,Buffet,motorcycle,19.54,mist,Moderate,11.93,31.78
CFC9,4.4,Snack,electric_scooter,23.03,haze,Moderate,9.1,26.13
5D98,5.0,Buffet,motorcycle,26.98,smoke,Low,7.3,27.33
B9A2,4.1,Drinks,motorcycle,17.08,haze,Low,6.09,28.57
C793,4.8,Snack,electric_scooter,18.29,clear sky,Moderate,11.85,30.88
B8B1,4.8,Meal,motorcycle,20.14,haze,Low,7.08,16.73
5779,4.7,Drinks,electric_scooter,19.13,fog,Very High,20.0,62.35
BCB7,4.9,Drinks,motorcycle,22.87,clear sky,Moderate,13.32,36.1
D21E,4.7,Snack,motorcycle,21.8,clear sky,Moderate,11.78,32.03
6FC6,4.6,Buffet,motorcycle,19.26,clear sky,Very Low,3.31,11.63
767,4.6,Buffet,motorcycle,19.53,haze,Low,4.38,15.53
BD61,4.7,Meal,scooter,17.83,clear sky,Moderate,15.92,29.32
CCD7,4.8,Drinks,motorcycle,16.68,mist,Very High,32.26,92.18
A13E,4.9,Snack,scooter,22.66,clear sky,Moderate,13.63,31.93
2B52,4.8,Buffet,scooter,21.29,overcast clouds,High,18.23,42.52
B0E,4.7,Meal,scooter,19.68,haze,Very Low,2.02,7.65
8FE6,3.8,Meal,motorcycle,18.02,broken clouds,High,25.51,44.58
2031,4.5,Buffet,scooter,17.16,haze,Moderate,8.33,24.07
A685,4.7,Meal,motorcycle,25.05,mist,Moderate,14.78,30.85
1660,4.5,Meal,electric_scooter,21.43,broken clouds,Moderate,10.07,26.72
5DAA,5.0,Buffet,motorcycle,19.81,clear sky,Very High,24.58,48.35
8AAB,4.0,Meal,motorcycle,17.09,haze,Low,9.86,21.58
3238,4.9,Buffet,motorcycle,26.45,mist,Very High,13.7,51.3
CF8B,4.7,Meal,motorcycle,16.05,mist,High,21.7,46.6
D139,4.9,Buffet,scooter,24.9,scattered clouds,High,19.5,44.02
677C,4.1,Drinks,motorcycle,19.58,haze,Low,4.25,24.18
725B,5.0,Snack,motorcycle,17.19,haze,High,19.3,48.35
62CE,4.1,Snack,motorcycle,26.45,scattered clouds,Very High,20.12,63.27
931A,4.1,Drinks,motorcycle,21.26,broken clouds,High,23.59,47.42
6177,4.6,Drinks,motorcycle,26.51,mist,High,19.31,50.25
C2AE,4.1,Buffet,scooter,9.46,clear sky,Very High,43.19,100.25
8539,4.6,Drinks,motorcycle,19.0,clear sky,Moderate,10.75,37.58
3A72,4.9,Drinks,scooter,21.2,broken clouds,Moderate,11.31,38.75
9CE5,5.0,Snack,scooter,19.05,clear sky,Moderate,11.01,27.23
80FF,4.5,Drinks,motorcycle,26.92,smoke,Low,5.42,32.73
B00D,4.7,Meal,motorcycle,26.97,clear sky,High,12.31,33.25
4743,3.5,Snack,motorcycle,17.67,clear sky,Low,6.0,18.55
1339,4.7,Buffet,motorcycle,26.49,mist,Moderate,14.54,34.4
D170,4.8,Snack,scooter,22.99,haze,Low,8.38,23.83
